"grant_id","parent_grant_id","grant_name","grant_code","system_block"
10303,1263," Создание ПМ BI                                                                                    ","bi_pm_user_create","Smart Remont"
10304,1258," Шаблоны ДС                                                                                        ","ds_type_template__modify","Smart Remont"
10305,1236," Просмотр запроса на изменение цены                                                                 ","mp_buffer_price_material_read","Smart Remont"
10306,1257," Просмотр запроса на изменение цены подрядчиком (черновые)                                         ","mp_buffer_price_contractor_read","Smart Remont"
10307,1259," Ручное создание реализации для расторженных ремонтов                                              ","manual__remont_realisation_create","Smart Remont"
10308,1258," Изменение журнала штрафов                                                                         ","contractor_agreement_penalty_upd","Smart Remont"
10309,1257," uncheck_upd                                                                                       ","uncheck_upd","Smart Remont"
10310,1256," Жилые комплексы - редактирование                                                                  ","resident_list_upd","Smart Remont"
10311,1258," Создание ДС с прошедшей датой                                                                     ","CREATE_DS_PAST_DATE","Smart Remont"
10312,1254," Ручная отправка смс                                                                               ","sms_notify__manual","Smart Remont"
10313,1254," Переотправка смс                                                                                  ","sms_notify__resend","Smart Remont"
10314,1236," Обнуление цены материала в ДС (upd_ds_item_price)                                                 ","zero_ds_item_price","Smart Remont"
10315,1240," Редактирование акций                                                                              ","upd_sale","Smart Remont"
10316,1244," Открыть/Закрыть инвентаризацию                                                                    ","upd_invent_status","Smart Remont"
10317,1254," Ручное открытие периода ожидания клиента                                                          ","UPD_ACCEPT_PERIOD","Smart Remont"
10318,1264," Редактирование сервисов                                                                           ","service_tab__modify","Smart Remont"
10319,1264," Редактирование тарифов по сервисам                                                                ","service_tariff_tab__modify","Smart Remont"
10320,1264," Связка сервисов                                                                                   ","service__link","Smart Remont"
10321,1244," Закрыть инвент                                                                                     ","invent_claim","Smart Remont"
10323,1244," Откатить трансфер                                                                                 ","manual__transfer_cancel","Smart Remont"
10324,1254," Удаление АПП клиента                                                                              ","DEL_APART_PASS_ACT_CL","Smart Remont"
10325,1235," Отправление реализации в 1с                                                                       ","set_send_to_1c_realisation","Smart Remont"
10326,1237," Прикрепление договора к материалам поставщика                                                     ","upd_material_provider_agreement","Smart Remont"
10327,1251," Редактирование цены конструктивов                                                                 ","contractor_work_set_tariff_upd","Smart Remont"
10328,1239," Пересчитать реализацию                                                                            ","remont_realisation_recount_full","Smart Remont"
10329,1251," Удаление тарифов конструктивов                                                                    ","del_contractor_work_set_tariff","Smart Remont"
10330,1257," Не проверять минимальную дату ремонта (remont_id)                                                 ","uncheck_min_date_check","Smart Remont"
10331,1257," Не проверять Оплату по спецификации подрядчика должна быть от 95 до 100 процентов (remont_id)     ","uncheck_contractor_payed_check","Smart Remont"
10332,1257," Создание спецификаций ремонтов вне статуса Создан                                                 ","uncheck_specification_create_check","Smart Remont"
10333,1237," Просмотр заявок поставщиков (общий)                                                               ","read_provider_request_for_all_remont","Smart Remont"
10334,1239," Просмотр реализаций                                                                               ","remont_realisation_read","Smart Remont"
10335,1258," Просмотр всех документов                                                                          ","client_request_read_doc","Smart Remont"
10336,1235," Просмотр платежей клиента                                                                         ","read_client_request_payment","Smart Remont"
10337,1235," Просмотр траншей клиента                                                                          ","client_request_tranche_read","Smart Remont"
10338,1235," Просмотр всех исходящих платежей                                                                  ","read_remont_costs_by_groups","Smart Remont"
10339,1235," Канбан инициация платежей нажатие галочки Исполнен                                                ","KNB_INIT_PAYMENT_COMPLETE","Smart Remont"
10340,1235," Канбан инициация платежей проставление Даты платежа                                               ","KNB_INIT_PAYMENT_PAY_DATE","Smart Remont"
10341,1235," Изменение статьи затрат                                                                           ","payment_costs_type_upd","Smart Remont"
10342,1265," Редактирование подборов по классам ЖК для ДДУ                                                     ","ddu_resident_class_preset_kit_tab__modify","Smart Remont"
10343,1243," Назначение меню и прав пользователю и ролям                                                       ","employee_grant_tab_upd","Smart Remont"
10344,1258," Отмена спецификаций                                                                               ","specification_cancel","Smart Remont"
10345,1258," Шаблоны документов                                                                                ","template__modify","Smart Remont"
10348,1251," Удаление обязательных конструктивов                                                               ","required_workset_delete","Smart Remont"
10349,1253," Назначение контрагентов                                                                           ","upd_remont_second_contractor","Smart Remont"
10350,1253," Изменение сопровождения в ремонте                                                                 ","upd_remont_second_support","Smart Remont"
10351,1253," Назначение дизайн студии повторное                                                                ","upd_remont_second_design","Smart Remont"
10352,1253," Повторное назначение ген подряда                                                                  ","upd_remont_second_general_contractor","Smart Remont"
10353,1244," Показать поставщиков со склада                                                                    ","supplier_warehouse_provider_request_show","Smart Remont"
10354,1264," Просмотр запроса на изменение цены услуг                                                           ","mp_buffer_price_service_read","Smart Remont"
10356,1264," Одобрения или удаление запроса на изменения цены материала поставщика услуга                      ","mp_buffer_price_service","Smart Remont"
10357,1254," Поменять грейд заявки                                                                             ","client_request__update_grade","Smart Remont"
10358,1254," Добавить таймлайн                                                                                 ","client_request__add_timeline","Smart Remont"
10359,1254," Активация/Деактивация таймлайна                                                                   ","client_request__update_is_stop_timeline","Smart Remont"
10360,1253," Доступы на галочки в ремонте                                                                      ","upd_position_mark_type","Smart Remont"
10361,1236," Скидочные материалы                                                                               ","promo_material_upd","Smart Remont"
10362,1253," Первичное назначение подрядчика на ремонт                                                         ","upd_remont_first_contractor","Smart Remont"
10363,1253," Назначение главного подрядчика                                                                    ","upd_remont_contractor_main","Smart Remont"
10364,1266," Показать действия                                                                                 ","read_activity","Smart Remont"
10365,1266," Показать действия в шаге                                                                          ","read_step_activity","Smart Remont"
10366,1266," Удалить действие в шаге                                                                           ","delete_step_activity","Smart Remont"
10367,1266," Редактировать действие в шаге                                                                     ","upd_step_activity","Smart Remont"
10368,1266," Добавить действие в шаг                                                                           ","add_step_activity","Smart Remont"
10369,1266," Редактировать действие                                                                            ","upd_activity","Smart Remont"
10370,1266," Удалить действие                                                                                  ","delete_activity","Smart Remont"
10371,1266," Добавить действие                                                                                 ","add_activity","Smart Remont"
10372,1266," Добавить шаг                                                                                      ","add_step","Smart Remont"
10373,1266," Редактировать шаг                                                                                 ","upd_step","Smart Remont"
10374,1266," Удалить шаг                                                                                       ","delete_step","Smart Remont"
10375,1266," Показать шаги                                                                                     ","read_step","Smart Remont"
10376,1249," Отчеты по NPS                                                                                     ","report__nps_right","Smart Remont"
10377,1253," Принятие МП группы работ                                                                          ","check_group_call__design_check","Smart Remont"
10379,1266," Показать шаги в грейде                                                                            ","read_grade_step_for_handbook","Smart Remont"
10380,1266," Добавить шаг в грейд                                                                              ","add_grade_step_for_handbook","Smart Remont"
10381,1266," Активировать/Деактивировать шаг в грейде                                                          ","upd_grade_step_for_handbook","Smart Remont"
10382,1266," Удалить шаг в грейде                                                                              ","delete_grade_step_for_handbook","Smart Remont"
10383,1266," Показать предшествующие связанные шаги                                                            ","read_grade_step_link","Smart Remont"
10384,1266," Добавить предшествующий связанный шаг                                                             ","add_grade_step_link","Smart Remont"
10385,1266," Удалить предшествующий связанный шаг                                                              ","delete_grade_step_link","Smart Remont"
10386,1266," Показать условия                                                                                  ","read_step_condition","Smart Remont"
10387,1266," Добавить условие в шаг                                                                            ","add_step_condition","Smart Remont"
10388,1266," Редактировать условие в шаге                                                                      ","update_step_condition","Smart Remont"
10389,1266," Удалить условие в шаге                                                                            ","delete_step_condition","Smart Remont"
10390,1237," Изменение даты отгрузки чернового материала в заявке  поставщику (Обращаться к Арай из Beestroy)  ","provider_request_date_shipping_change_dirty","Smart Remont"
10391,1237," Изменение названия материала поставщика подрядов                                                  ","material_provider_contractor","Smart Remont"
10392,1257," Удаление                                                                                          ","contractor_work_set_upd","Smart Remont"
10393,1258," Отправка ДС на подписание Изменение площадей не нулевой стоимости                                 ","ds_send_sign_room_change","Smart Remont"
10394,1258," Изменение суммы ДС Изменение площадей                                                             ","ds__set_manual_sum_room_change","Smart Remont"
10395,1258," Вручное изменение суммы ДС                                                                        ","ds__set_manual_sum","Smart Remont"
10397,1255," Просмотр деталей сметы ремонта                                                                    ","show_sebes_smeta","Smart Remont"
10398,1237," Расчет планирования материалов поставщиком                                                        ","fill_shipment_plan","Smart Remont"
