"grant_id","parent_grant_id","grant_name","grant_code","system_block"
1471,1468,"Показать квартиры","M__ProjectFormGeneralFlatShow","Мастер"
1472,1467,"Информация о проекте","M__ProjectFormInfoAction","Мастер"
1473,1472,"Показать информацию о проекте","M__ProjectFormInfoShow","Мастер"
1474,1467,"Работы проекта","M__ProjectFormWorkSetAction","Мастер"
1475,1474,"Показать работы проекта","M__ProjectFormWorkSetShow","Мастер"
1476,1467,"Материалы","M__ProjectFormProviderRequestAction","Мастер"
1477,1476,"Показать заявки на материал","M__ProjectFormProviderRequestShow","Мастер"
1478,1476,"Показать материалы","M__ProjectFormProviderRequestMaterialShow","Мастер"
1479,1476,"Создать заявку на материал","M__ProjectFormProviderRequestCreate","Мастер"
1480,1467,"Схема этажа","M__ProjectFormFloorMapAction","Мастер"
1481,1480,"Показать информацию о схеме","M__ProjectFormFloorMapInfoShow","Мастер"
1482,1480,"Показать список работ схемы этажа","M__ProjectFormFloorMapWorkSetShow","Мастер"
1483,1480,"Показать линии в зависимости от выбранного конструктива","M__ProjectFormFloorMapFloorParamByWorkSetShow","Мастер"
1484,1480,"Вызов ОКК","M__ProjectFormFloorMapOKKCall","Мастер"
1485,1480,"Завершить работу","M__ProjectFormFloorMapWorkSetComplete","Мастер"
1486,1480,"Показать материалы","M__ProjectFormFloorMapMaterialShow","Мастер"
1487,1236,"Изменение цены материала в ДС  Изменение ТК","upd_tk_ds_item_price","Smart Remont"
1488,1392,"Проект","OA__FloorMapProject","MySpace"
1489,1488,"Просмотр проектов","OA__FloorMapProjectRead","MySpace"
1490,1488,"Редактирование проекта","OA__FloorMapProjectUpd","MySpace"
1491,1460,"Платежи","M__ProjectFormRemontCostTab","Мастер"
1492,1491,"Платежи","M__ProjectFormRemontCostBlock","Мастер"
1493,1460,"Документы","M__ProjectFormDocumentTab","Мастер"
1494,1493,"Документы","M__ProjectFormDocumentBlock","Мастер"
1495,1476,"Удалить заявку на материал","M__ProjectFormProviderRequestDelete","Мастер"
1496,1467,"Платежи (Действия)","M__ProjectFormRemontCostAction","Мастер"
1497,1496,"Показать платежи","M__ProjectFormRemontCostShow","Мастер"
1498,1496,"Подписать платеж","M__ProjectFormRemontCostSign","Мастер"
1499,1496,"Скачать подписанный платеж","M__ProjectFormRemontCostDownloadSignedDocument","Мастер"
1500,1467,"Документы (Действия)","M__ProjectFormDocumentAction","Мастер"
1501,1500,"Показать документы","M__ProjectFormDocumentShow","Мастер"
1502,1500,"Поменять дату документа","M__ProjectFormDocumentDateChange","Мастер"
1503,1500,"Показать доступные группы работ","M__ProjectFormDocumentWorkSetCheckGroupShow","Мастер"
1504,null,"Мобильное ОКК","M__MobileOKK","Мастер"
1505,1504,"Показать список вызовов","M__MobileOKKCallShow","Мастер"
1506,1504,"Принять вызов","M__MobileOKKCallCheck","Мастер"
1507,1480,"Показать замечания","M__ProjectFormFloorMapCheckPointShow","Мастер"
1508,1480,"Показать OpenSpace","M__ProjectFormFloorMapOpenspaceShow","Мастер"
1509,1500,"Подписать документ","M__ProjectFormDocumentSign","Мастер"
1510,1500,"Скачать подписанный документ","M__ProjectFormDocumentDownloadSignedDocument","Мастер"
1511,1460,"Этапы","M__ProjectFormStagesTab","Мастер"
1512,1511,"Просмотр этапов","M__ProjectFormStagesBlock","Мастер"
1513,1468,"Показать типы проектов","M__ProjectFormGeneralProjectTypeShow","Мастер"
1514,1480,"Показать список схем этажей","M__ProjectFormFloorMapShow","Мастер"
1515,1480,"Добавление ссылки openspace для схемы этажа","M__ProjectFormOpenspaceAdd","Мастер"
1516,1480,"Удаление ссылки openspace из схемы этажа","M__ProjectFormOpenspaceDelete","Мастер"
1517,1488,"Трансфер данных проекта","OA__FloorMapProjectTransfer","MySpace"
1518,1392,"Материалы схемы этажа","OA__FloorMapMaterial","MySpace"
1519,1518,"Показать список работ","OA__FloorMapMaterialWorkSetRead","MySpace"
1520,1518,"Показать материалы работы","OA__FloorMapMaterialRead","MySpace"
1521,1518,"Показать список этажей","OA__FloorMapMaterialLevelRead","MySpace"
1522,1518,"Поменять материал","OA__FloorMapMaterialChange","MySpace"
1523,1488,"Поменять статус проекта на старт СМР","OA__FloorMapProjectChangeStatus","MySpace"
1524,1392,"Настройки параметров этажа","OA__FloorMapParamSettings","MySpace"
1525,1524,"Параметры этажа","OA__FloorMapParamSettingsType","MySpace"
1526,1524,"Привязка к типу проекта","OA__FloorMapParamSettingsLink","MySpace"
1527,1524,"Привязка к параметрам","OA__FloorMapParamSettingsParam","MySpace"
1528,1525,"Показать параметры этажа","OA__FloorMapParamSettingsTypeRead","MySpace"
1529,1525,"Обновить параметры этажа","OA__FloorMapParamSettingsTypeUpdate","MySpace"
1530,1525,"Удалить параметры этажа","OA__FloorMapParamSettingsTypeDelete","MySpace"
1531,1526,"Показать привязку к типу проекта","OA__FloorMapParamSettingsLinkRead","MySpace"
1532,1526,"Обновить привязку к типу проекта","OA__FloorMapParamSettingsLinkUpdate","MySpace"
1533,1526,"Удалить привязку к типу проекта","OA__FloorMapParamSettingsLinkDelete","MySpace"
1534,1527,"Показать привязку к параметрам","OA__FloorMapParamSettingsParamRead","MySpace"
1535,1527,"Обновить привязку к параметрам","OA__FloorMapParamSettingsParamUpdate","MySpace"
1536,1527,"Удалить привязку к параметрам","OA__FloorMapParamSettingsParamDelete","MySpace"
1537,1488,"Заполнить этажи","OA__FloorMapProjectFillFlat","MySpace"
1538,null,"Занесение в пакет","M__PresetMaterial","Мастер"
1539,1538,"Просмотр материалов пакета","M__PresetMaterialRead","Мастер"
1540,1538,"Добавление материалов пакета","M__PresetMaterialUpd","Мастер"
1541,1538,"Удаление материалов пакета","M__PresetMaterialDel","Мастер"
1542,829,"Фоновые задачи","OA__HandBook_CronJob","MySpace"
1543,1542,"Показать фоновые задачи","OA__HandBook_CronJobRead","MySpace"
1544,1488,"Скачать проект Договора SBS","OA__ProjectAgreementDownloadSignedAgreement","MySpace"
1546,1496,"Отправить АВР в 1С","OA__FloorMapProjectAVRSendToBI","Мастер"
1547,1468,"Отправить договор в 1С","OA__FloorMapProjectAgreementSendToBI","Мастер"
10001,1235," Изменение суммы платежа контрагента(finance_contragent_payment_sum_upd)                           ","finance_contragent_payment_sum_upd","Smart Remont"
10002,1235," Удаление платежа клиента(del_client_request_payment)                                              ","del_client_request_payment","Smart Remont"
10003,1236," Удаление материала(del_material)                                                                  ","del_material","Smart Remont"
10004,1237," Удаление, редактирование, добавление материала поставщика(material_provider)                      ","material_provider","Smart Remont"
10005,1237," Удаление позиции заявки поставщику (Снабженцы)                                                    ","del_provider_request_item","Smart Remont"
10006,1238," Функционал удаления аналогов и дубликатов (md_duplicate)                                          ","md_duplicate","Smart Remont"
10007,1236," Материалы групповые операции (ml_group_set_active)                                                ","ml_group_set_active","Smart Remont"
10008,1236," Материалы ед.изм (ml_group_set_measure)                                                           ","ml_group_set_measure","Smart Remont"
10009,1237," Длительность поставки типа материала поставщиком (provider_material_type_duration)                ","provider_material_type_duration","Smart Remont"
10010,1237," Создание доп заявки на сегодня или завтра (provider_request_additional_create_today)              ","provider_request_additional_create_today","Smart Remont"
10011,1237," Смена типа заявки поставщику (provider_request_is_from_warehouse_change)                          ","provider_request_is_from_warehouse_change","Smart Remont"
10012,1239," Утверждение проекта (remont_project_accept)                                                       ","remont_project_accept","Smart Remont"
10013,1240," Добавление второй акции (remont_sale_upd)                                                         ","remont_sale_upd","Smart Remont"
10014,1236," Изменение цены материала в ДС (upd_ds_item_price)                                                 ","upd_ds_item_price","Smart Remont"
10015,1241," Принятие на гарантию (upd_guarantee_accept)                                                       ","upd_guarantee_accept","Smart Remont"
10016,1236," Редактирование материала (upd_material)                                                           ","upd_material","Smart Remont"
10017,1242," Редактирование услуги (upd_material_service)                                                      ","upd_material_service","Smart Remont"
10018,1243," Ведение прав для функционала                                                                      ","USER_RIGHT","Smart Remont"
10019,1235," Редактирование траншей (upd_tranche)                                                              ","upd_tranche","Smart Remont"
10020,1235," Удаление траншей (del_tranche)                                                                    ","del_tranche","Smart Remont"
10022,1243," Администрирование тестирование прав                                                               ","RIGHT_TEST","Smart Remont"
10024,1244," Редактирование своего склада                                                                      ","upd_own_warehouse","Smart Remont"
10025,1244," Архивирование на складе Фархат                                                                    ","card_set_archive","Smart Remont"
10026,1245," Какие параметры можно использовать в комнате                                                      ","upd_room_param","Smart Remont"
10027,1246," Скрипты для закрытия дней                                                                         ","CLOSE_PERIOD_SCRIPTS","Smart Remont"
10029,1247," Ссылка на авторизацию админам                                                                     ","AUTH_LINK","Smart Remont"
10030,1247," Ссылка на авторизацию поставщики                                                                  ","AUTH_LINK_PROVIDER","Smart Remont"
10031,1247," Ссылка на авторизацию подрядчики                                                                  ","AUTH_LINK_CONTRACTOR","Smart Remont"
10046,1235," Оплата мастерам(insert_remont_costs_master)                                                       ","master_payment","Smart Remont"
10048,1248," Настройка дефектов                                                                                ","DEFECT_SETTING","Smart Remont"
10049,1248," Дефектные акты по ремонтам                                                                        ","DEFECT_REMONT_INPUT","Smart Remont"
10054,1244," Отчет по инвенту                                                                                  ","INVENT_REPORT","Smart Remont"
10055,1244," Редактирование инвента                                                                            ","INVENT_UPD_DEL","Smart Remont"
10056,1249," Редактирование, удаление генераторов отчетов                                                      ","REPORT_UPD_DEL","Smart Remont"
10057,1250," Загрузка данных с Ревита                                                                          ","revit__file_parse","Smart Remont"
10058,1250," Перенести замеры с Ревита                                                                         ","revit__measure_save","Smart Remont"
10059,1236," Прожатие галочки Материалы в наличии                                                              ","mark_material_isset","Smart Remont"
10060,1236," Список материалов закупа                                                                          ","material__zakup_read","Smart Remont"
10061,1236," Редактирование материала отделом закупа                                                           ","material__zakup_upd","Smart Remont"
10062,1236," Получить материал закупа                                                                          ","material__zakup_get","Smart Remont"
10063,1236," Получить материал для Максата                                                                     ","material__constructor_get","Smart Remont"
10064,1236," Список материалов для Максата                                                                     ","material__constructor_read","Smart Remont"
10065,1236," Редактирование материала для Максата                                                              ","material__constructor_upd","Smart Remont"
10066,1236," Редактирование материала (сметы) отделом сметы                                                    ","material__smetiy_upd","Smart Remont"
10067,1236," Список материалов для сметного отдела                                                             ","material__smetniy_read","Smart Remont"
10068,1251," Активация/деактивация конструктива                                                                ","constructor__work_set_room_active","Smart Remont"
10069,1251," Удаление, редактирование, добавление материала пресета(preset_material)                           ","constructor__preset_material","Smart Remont"
10070,1251," Удаление, редактирование, добавление материала работ(work_material)                               ","constructor__work_material","Smart Remont"
10071,1251," Удаление, редактирование, добавление, активация работ(work)                                       ","constructor__work","Smart Remont"
10072,1236," Удаление, редактирование, добавление наборов материалов(material_set)                             ","material_set","Smart Remont"
10073,1251," Утверждение материала пресета(approve_preset_material)                                            ","constructor__preset_material_approve","Smart Remont"
10074,1251," Утверждение материала работ(approve_work_set_item_material)                                       ","constructor__work_set_item_material","Smart Remont"
10075,1251," Утверждение работ(approve_work_set_item)                                                          ","constructor__work_set_item","Smart Remont"
10076,1236," Утверждение набора материалов                                                                     ","material_set_approve","Smart Remont"
10116,1244," Добавление материала инвентаризации                                                               ","insert_inventory_material","Smart Remont"
10117,1236," Получить материал конструктора                                                                    ","material__smetniy_get","Smart Remont"
10118,1237," Редактирование поставщика                                                                         ","provider__edit","Smart Remont"
10119,1252," Добавление, редактирование, удаление остановки ГПР(gpr_pause)                                     ","gpr_pause","Smart Remont"
10120,1252," Утверждение остановки ГПР(gpr_pause_accept)                                                       ","gpr_pause_accept","Smart Remont"
10121,1239," Удаление этапа в ремонте (remont_stage_del)                                                       ","remont_stage_del","Smart Remont"
10131,1235," Сменить тип клиента, в платежах (change_payment_client_type)                                      ","change_payment_client_type","Smart Remont"
10132,1237," Добавление накладных SR                                                                           ","PROVIDER_REQUEST_INVOICE","Smart Remont"
10133,1237," Обновление цен пресетов подрядчика                                                                ","contractor_preset_price_upd","Smart Remont"
10134,1239," Очистить ГУИД и переотправить в 1С завку на ремонт                                                ","client_request_guid_clear","Smart Remont"
10135,1248," Перевод на статус Деньги запрошены (ДА)                                                           ","defect__money_requested","Smart Remont"
10136,1248," Перевод на статус Оплачено (ДА)                                                                   ","defect__paid","Smart Remont"
10137,1248," Загрузка подписанной сметы (ДА)                                                                   ","defect__signed_smeta_upd","Smart Remont"
10138,1248," Выгрузка консолидированной сметы (ДА)                                                             ","defect__smeta_unload","Smart Remont"
10139,1235," Принят платежное поручение на оплату (Финансы)                                                    ","finance_payment_accept","Smart Remont"
10140,1235," Принят платеж контрагенту на оплату (Финансы)                                                     ","contragent_payment_accept","Smart Remont"
10141,1236," Изменение ед. измерения материала в базовых операциях                                             ","material_unit_change","Smart Remont"
10142,1253," Список ремонтов для первичного замера                                                             ","draft_measure","Smart Remont"
10143,1235," Изменение гуид инфойс FF Даурен Б.                                                                ","ff_invoice_guid_upd","Smart Remont"
10144,1237," Редактирование материала поставщика (Услуги)                                                      ","material_provider_service","Smart Remont"
10145,1243," Администрирование                                                                                ","ADMIN","Smart Remont"
10146,1243," Настройка пользователя                                                                            ","ADD_USER","Smart Remont"
10147,1254," Работа с клиентом                                                                                ","CLIENT_PROCESS","Smart Remont"
10148,1255," Пересчитать смету (черновая)                                                                     ","fill_material_smeta_dirty","Smart Remont"
10149,1255," Создать заявки поставщику из смету (черновая)                                                     ","create_request_smeta_dirty","Smart Remont"
10150,1256," Подтверждение замеров планировки                                                                  ","planirovka_measure_confirm","Smart Remont"
10151,1237," Изменение надбавки в материалах поставщика                                                        ","material_provider_increase","Smart Remont"
10152,1257," Добавление/Редактирование/Удаление типов работ                                                    ","partner_work_upd","Smart Remont"
10153,1244," Инвентаризация сверка остатков                                                                    ","INVENT_REPORT_CHECK_QTY","Smart Remont"
10154,1253," Изменение замеров ремонта после внесения                                                          ","remont_measure_change","Smart Remont"
10155,1237," Создание гарантийной заявки                                                                       ","provider_request_additional_warranty","Smart Remont"
10156,1244," Сверка остатков 1С и SR                                                                           ","1C_OSTATOK_CHECK_QTY","Smart Remont"
10157,1236," Одобрения или удаление запроса на изменения цены материала поставщика                             ","mp_buffer_price_material","Smart Remont"
10158,1237," Создание перемещения со склада ответхранения поставщика                                           ","ff_request_release_create","Smart Remont"
10159,1247," Ссылка на авторизацию разраб.тех.проекта                                                          ","AUTH_LINK_TECH_PROJECT","Smart Remont"
10160,1247," Ссылка на авторизацию аудиторы                                                                    ","AUTH_LINK_AUDITOR","Smart Remont"
10161,1253," Назначение подрядчика на ремонт                                                                   ","upd_remont_contractor","Smart Remont"
10162,1244," Добавить промежуточный инвент                                                                     ","temp_invent","Smart Remont"
10163,1244," Отчет промежуточного инвента                                                                      ","report__temp_invent","Smart Remont"
10164,1254," Просмотр смс у клиента                                                                            ","SMS_SHOW","Smart Remont"
10165,1251," Редактирование групп поверхностей                                                                 ","WORK_SET_GROUPING_UPD","Smart Remont"
10166,1251," Привязка поверхностей к группам                                                                   ","WORK_SET_GROUPING_SET_UPD","Smart Remont"
10167,1251," Привязка поверхностей                                                                             ","WORK_SET_REL_UPD","Smart Remont"
10168,1253," Признак реализации в ремонте                                                                      ","remont_agreement_implemented","Smart Remont"
10169,1251," Цены пакетов работ                                                                                ","work_pack_contractor_price_upd","Smart Remont"
10170,1251," Пакеты работ                                                                                      ","work_pack_upd","Smart Remont"
10171,1251," Привязка пакетов работ                                                                            ","work_pack_detail_upd","Smart Remont"
10172,1251," Привязка типов комнат к пакетам работ подрядов                                                    ","work_pack_detail_room_upd","Smart Remont"
10173,1251," Цены конструктивов для подрядов                                                                   ","contractor_work_set_price_upd","Smart Remont"
10174,1258," Удаление/Добавление документов на утвержденные ДС                                                 ","ds_accepted_insert_del_doc","Smart Remont"
10175,1235," Лимиты сделок хантеров                                                                            ","hunter_deal_limit_upd","Smart Remont"
10176,1237," Создание доп заявок поставщику                                                                    ","provider_request_additional_create","Smart Remont"
10177,1244," Обход триггера по закрытию дней                                                                   ","WAREHOUSE_TRIGGER","Smart Remont"
10178,1249," Показать настройки генератора отчетов                                                             ","REPORT_SETTING_READ","Smart Remont"
10179,1236," Возврат материалов с ЖК                                                                           ","REFUND_FLAT","Smart Remont"
10180,1236," Возврат материалов с ЖК принять                                                                   ","REFUND_FLAT_ACCEPT","Smart Remont"
10181,1236," Возврат материалов поставщику                                                                     ","REFUND_PROVIDER","Smart Remont"
10182,1236," Возврат материалов поставщику Принять                                                             ","REFUND_PROVIDER_ACCEPT","Smart Remont"
10183,1244," Все склады в выпадающем списке                                                                    ","WAREHOUSE_SHOW_ALL","Smart Remont"
10184,1258," Редактирование ДС                                                                                 ","upd_ds","Smart Remont"
10185,1258," Удаление ДС                                                                                       ","del_ds","Smart Remont"
10186,1258," права на удаления и/загрузку документов ДС до утверждения                                         ","ds_accept_upd_del_doc","Smart Remont"
10187,1235," Добавление и редактирование платежа клиента(upd_client_request_payment)                           ","upd_client_request_payment","Smart Remont"
10188,1235," Добавление и редактирование платежей в ремонте                                                    ","upd_remont_costs","Smart Remont"
10189,1235," Удаление платежей в ремонте                                                                       ","del_remont_costs","Smart Remont"
10190,1258," Добавление/редактирование документа в заявке                                                      ","client_request_upd_doc","Smart Remont"
10191,1258," Удаление документа в заявке                                                                       ","client_request_del_doc","Smart Remont"
10193,1258," В ДС показывать неактивные подборы                                                                ","SHOW_NOT_ACTIVE_PRESET_KITS","Smart Remont"
10194,1248," Изменение документов ДА                                                                           ","defect_doc_del","Smart Remont"
10195,1237," Изменение даты отгрузки материала в заявке поставщику                                             ","provider_request_date_shipping_change","Smart Remont"
10196,1237," Смена поставщика/тип в заявках FullFillment                                                       ","ff_request_is_from_warehouse_change","Smart Remont"
10197,1254," Блокировка, разблокировка клиентов                                                                ","UNBLOCK_CLIENT","Smart Remont"
10198,1244," Смена склада SR в заявка                                                                          ","provider_request_change_warehouse","Smart Remont"
10199,1256," URL картинка планировки                                                                           ","bi_plan_url_get","Smart Remont"
10200,1256," Обновление картинки планировки                                                                    ","plan_image_upd","Smart Remont"
10201,1258," Удаление подписи ЭЦП в спецификации                                                               ","contractor_agreement_del_sign","Smart Remont"
10202,1235," Создание минусового платежа у клиента                                                             ","create_minus_payment_client","Smart Remont"
10203,1235," Удаление/Добавление правил платежей                                                               ","payment_rule_upd","Smart Remont"
10204,1235," Удаление/Добавление деталей правил платежей                                                       ","payment_rule_detail_upd","Smart Remont"
10205,1251," Лимиты пакетов работ                                                                              ","work_pack_limit_upd","Smart Remont"
10206,1237," Групповое утверждение заявки производством                                                        ","provider_request_contractor_approve","Smart Remont"
10207,1237," Отгрузка день в день                                                                              ","current_date_shipping","Smart Remont"
10208,1236," Объем работ по наборам                                                                            ","material_set_work_upd","Smart Remont"
10209,1235," Добавелние оплаты мастеру                                                                         ","PARTNER__AddCostPaybox","Smart Remont"
10210,1237," Изменение даты отгрузок                                                                           ","PARTNER__ProviderRequestChangeDateShipping","Smart Remont"
10211,1237," Изменение даты отгрузки материалов в заявке                                                       ","PARTNER__ProviderRequestItemChangeDateShipping","Smart Remont"
10212,1237," Изменение статуса материалов в заявке на 'Утвержден подрядчиком'                                  ","PARTNER__ProviderRequestItemApprove","Smart Remont"
10213,1237," Изменение статусов определенных материалов в заявке                                               ","PARTNER__SpecificProviderRequestItemChangeStatus","Smart Remont"
10214,1237," Создание дополнительной заявки                                                                    ","PARTNER__ProviderRequestAdditionalCreate","Smart Remont"
10215,1235," Создание платежей за кухню                                                                        ","upd_remont_costs_kitchen","Smart Remont"
10216,1237," Перевод заявки поставщиков SR в статус Оплачен подрядчиком                                        ","provider_request_pay_accept","Smart Remont"
10217,1257," Добавление, Изменение и Удаление мастера                                                          ","PARTNER__TeamMasterCUD","Smart Remont"
10218,1257," Добавление, Изменение и Удаление бригады                                                          ","PARTNER__TeamCUD","Smart Remont"
10219,1257," Изменение бригады ремонта                                                                         ","PARTNER__ChangeRemontTeam","Smart Remont"
10220,1257," Добавление, Изменение и Удаление сотрудника                                                       ","PARTNER__EmployeeCUD","Smart Remont"
10221,1257," Изменение активности сотрудника                                                                   ","PARTNER__EmployeeChangeActiveness","Smart Remont"
10222,1257," Сбрасывание пароля Partner                                                                        ","PARTNER__EmployeeResetPassword","Smart Remont"
10223,1257," Изменение ЖК для сотрудника                                                                       ","PARTNER__EmployeeResidentChange","Smart Remont"
10224,1257," Изменение Роли для сотрудника                                                                     ","PARTNER__EmployeeGroupChange","Smart Remont"
10225,1257," Изменение Подрядчика для сотрудника                                                               ","PARTNER__EmployeeContractorChange","Smart Remont"
10226,1257," Изменение Города для сотрудника                                                                   ","PARTNER__EmployeeCityChange","Smart Remont"
10227,1257," Добавление, Изменение и Удаление дохода                                                           ","PARTNER__ContractorIncomeCUD","Smart Remont"
10228,1257," Добавление, Изменение и Удаление расхода                                                          ","PARTNER__ContractorCostCUD","Smart Remont"
10229,1257," Редактирование сроков работ по подборам                                                           ","preset_kit_term_upd","Smart Remont"
10230,1253," Изменение подрядчика во время ремонта                                                             ","upd_remont_contractor_second","Smart Remont"
10231,1257," Редактирование надбавок поборов по комнатностям                                                   ","preset_kit_room_price_upd","Smart Remont"
10232,1237," Массовый перевод в есть наличии в ЛК поставщика                                                   ","PROVIDER__RequestItemsChangeStatusesAll","Smart Remont"
10233,1237," Настройка статусов заявок поставщику                                                              ","PR_STATUS_LINK","Smart Remont"
10234,1237," Измение доступа на смену статуса заявки поставщику                                                ","PR_STATUS_RIGHT","Smart Remont"
10235,1244," Комментарии в трансферах                                                                          ","transfer_comment_upd","Smart Remont"
10236,1244," В трансфере все склады                                                                            ","wh__transfer_warehouse_all","Smart Remont"
10237,1252," Обновление типов материалов на этапах ГПР                                                         ","gpr_stage_material_type_upd","Smart Remont"
10238,1237," Удаление позиции из правой части заявки поставщику                                                ","del_provider_request_invoice_item","Smart Remont"
10239,1237," Создание перемещение со склада ответхранения (Beestroy, Белвуд, Евроэлектрика)                    ","provider_request_release_create","Smart Remont"
10241,1259," Изменение даты и номера накладной(параметры)                                                      ","manual__ff_invoice_upd","Smart Remont"
10242,1259," Изменение статуса ремонта с закончен на гарантию(параметры)                                       ","manual__warranty_extend","Smart Remont"
10243,1259," Изменение ИИН клиента, № договора, дату договора в заявке на ремонт(параметры)                    ","manual__upd_client","Smart Remont"
10244,1259," Удаление платежа клиента(параметры)                                                               ","manual__del_client_request_payment","Smart Remont"
10245,1259," Перенес платежа клиента на другую заявку на ремонт(параметры)                                     ","manual__move_client_request_payment","Smart Remont"
10246,1236," Комментарии (Возврат материала по обмену)                                                         ","refund_comment_upd","Smart Remont"
10247,1235," Создание отрицательного платёжа (manual__client_request_payment_is_return)                        ","manual__client_request_payment_is_return","Smart Remont"
10248,1260," Редактирование причин отказа (CRM office)                                                         ","deny_reason_upd","Smart Remont"
10249,1261," Изменение сроков ремонтов для аналитики                                                           ","avg_remont_days_tab__modify","Smart Remont"
10250,1259," Ручное изменение грейда заявки на ремонт в статусе Гарантия                                       ","manual__grade_upd_warranty","Smart Remont"
10251,1259," Изменения юридической даты начала ремонта                                                         ","upd_jur_remont_date_begin_not_null","Smart Remont"
10253,1259," Ручное создание спецификации дизайн студии                                                        ","manual__design_studio_specification_create","Smart Remont"
10254,1259," Ручное создание  ДС к спецификации дизайн студии                                                  ","manual__design_studio_ds_create","Smart Remont"
10255,1259," Изменение логина клиента по заявке на ремонта                                                     ","manual__upd_client_login_number","Smart Remont"
10256,1259," Выходные и праздничные дни                                                                        ","holiday_upd","Smart Remont"
10257,1237," Показать статус Отменить в заявке поставщиков                                                     ","provider_request_cancel","Smart Remont"
10258,1247," Ссылка на авторизацию под клиентом                                                                ","CLIENT_AUTH_LINK","Smart Remont"
10259,1249," Список отчетов для руководителей (Настройки)                                                      ","mng_report_tab__modify","Smart Remont"
10260,1249," Поля отчета для руководителей(Настройки)                                                          ","mng_report_field_tab__modify","Smart Remont"
10261,1237," Редактирование материала в заявке поставщиков в правой стороне                                    ","upd_provider_request_invoice_item","Smart Remont"
10262,1237," Добавление накладной в заявке поставщиков                                                         ","insert_provider_request_invoice","Smart Remont"
10263,1249," Список условий отчета для руководителей(Настройки)                                                ","mng_report_where_tab__modify","Smart Remont"
10264,1237," Просмотр накладных заявки поставщиков                                                             ","read_provider_request_invoice","Smart Remont"
10265,1262," Условия цветов (Настройки ОР)                                                                     ","color_condition_tab__modify","Smart Remont"
10266,1262," Цвета (Настройки ОР)                                                                              ","mng_report_color_tab__modify","Smart Remont"
10267,1262," Зависимые условия для отчета руководителей (Настройки)                                            ","where_multi_tab__modify","Smart Remont"
10268,1262," Зависимые условия светофора для ОР (Настройки)                                                    ","color_condition_multi_tab__modify","Smart Remont"
10269,1262," Зависимые условия полей для ОР                                                                    ","report_field_multi_tab__modify","Smart Remont"
10270,1259," Удаление накладной SR (manual__pr_invoice_del)                                                    ","manual__pr_invoice_del","Smart Remont"
10271,1257," Обход проверки суммы при смене подрядчика                                                         ","check_sum_change_contractor_second","Smart Remont"
10272,1259," Изменение статуса в журнале договоров (в спецификации)                                            ","manual__contractor_agreement_change_status","Smart Remont"
10273,1236," Редактирование абстрактных материалов                                                             ","abs_material_tab__modify","Smart Remont"
10274,1236," Зависимые материалы абстрактного материала                                                        ","abs_material_item_tab__modify","Smart Remont"
10275,1237," Просмотр деталей заявки поставщиков                                                               ","provider_request_item_read","Smart Remont"
10276,1257," Одобрения или удаление запроса на изменения цены материала поставщика (Подрядчик)                 ","mp_buffer_price_contractor","Smart Remont"
10277,1257," Создание чернового материала подрядчиком                                                          ","material__zakup_upd_dirty","Smart Remont"
10278,1262," Редактирование групп отчетов (ОР)                                                                 ","mng_report_group_tab__modify","Smart Remont"
10279,1262," Редактирование связи группы с отчетами (ОР)                                                       ","mng_report_group_link_modify","Smart Remont"
10280,1262," Редактирование связи группы с ролями (ОР)                                                         ","mng_report_group_role_modify","Smart Remont"
10281,1237," Изменение Кол-во в ед.продаж                                                                      ","provider_request_qty_delivery_change","Smart Remont"
10282,1256," Смена ЖК в планировке                                                                             ","plan_resident_change","Smart Remont"
10283,1251," Заполнение кол-ва материалов в ТК                                                                 ","constrcutor_fill_material_cnt","Smart Remont"
10284,1262," Назначение действии для ОР                                                                        ","mng_report_action_modify","Smart Remont"
10285,1251," Прикрепление чеклистов к конструктивам                                                            ","work_set_check_modify","Smart Remont"
10286,1254," Перевод заявок в отказ                                                                            ","client_request_cancel","Smart Remont"
10287,1254," Возврат заявок из отказа                                                                          ","client_request_canceled_return","Smart Remont"
10288,1251," Группы чеклистов для конструктивов                                                                ","work_set_check_group_tab__modify","Smart Remont"
10289,1258," Создание доп.спецификации                                                                         ","contractor_agreement_list_insert","Smart Remont"
10290,1262," Действия по ролям (ОР)                                                                            ","action_role_modify","Smart Remont"
10291,1237," Изменение статуса с Отгружен на Утвержден подрядчиком                                             ","change_status_300_1500","Smart Remont"
10292,1251," Конструктивы по ЖК                                                                                ","ws_resident_link","Smart Remont"
10293,1251," Конструктивы по планировкам                                                                       ","ws_plan_link","Smart Remont"
10294,1249," Отчет реализации для дизайн студии                                                                ","report__realistaion_for_design","Smart Remont"
10295,1256," Изменение замеров дизайнера                                                                       ","upd_design_measure","Smart Remont"
10296,1256," Чек лист ""Встреча на объекте проведена""                                                           ","MEET_ON_PLACE","Smart Remont"
10297,1244," Создать трансфер по лоту                                                                          ","create_transfer_by_lot","Smart Remont"
10298,1237," Удаление накладных поставщика                                                                     ","del_provider_request_invoice","Smart Remont"
10299,1239," Отмена утверждения проекта                                                                        ","remont_project_accept_deny","Smart Remont"
10300,1237," Сажать правую сторону не смотря на цену в течение 1 месяца                                        ","provider_request_check_sum_items_not","Smart Remont"
10301,1241," Удаление гарантийной заявки                                                                       ","GRT_REQUEST_DEL","Smart Remont"
10302,1237," Сажать правую сторону не смотря на цену за любой период                                           ","provider_request_check_sum_items_not_all","Smart Remont"
