"menu_id","parent_id","menu_name","menu_code","menu_action","location"
991,862,"Оплаты","null","payments","Модуль для поставщиков"
992,846,"Заявки поставщикам","null","providerRequests","MySpace"
993,587,"Диспетчер","null","dispatcher","Модуль для подрядчиков"
994,587,"Мобильное приложение","MOBILE_MAIN","null","Модуль для подрядчиков"
995,994,"Список ремонтов","null","remontList","Модуль для подрядчиков"
996,994,"Задачи","null","tasks","Модуль для подрядчиков"
997,996,"Не начат","null","tasks","Модуль для подрядчиков"
998,996,"Начат","null","tasks","Модуль для подрядчиков"
999,996,"На исправлении","null","tasks","Модуль для подрядчиков"
1000,996,"Отправлен на проверку","null","tasks","Модуль для подрядчиков"
1001,898,"Баланс","null","balances","MySpace"
1002,846,"Бронирование комнат Шоурума","null","roomBooking","MySpace"
1003,null,"Заложенные пакеты","null","/flat/flat-list/","Smart Remont"
1004,587,"Заявки подрядчику","null","remontRequestList","Модуль для подрядчиков"
1005,846,"Черновая","null","null","MySpace"
1006,912,"Шоу-румы","null","showrooms","MySpace"
1007,846,"Материалы поставщиков","null","materialProvider","MySpace"
1008,846,"Материалы","null","materials","MySpace"
1009,1005,"Буффер","null","bufferParams","MySpace"
1010,1005,"Схемы","null","residentialSettings","MySpace"
1011,912,"Справочник МОП","null","flatList","MySpace"
1012,1005,"Конструкции","null","null","MySpace"
1013,1012,"Тип конструкций","null","frameTypes","MySpace"
1014,1012,"Конструкции по ЖК","null","framesList","MySpace"
1015,1007,"Просмотр материалов поставщиков","null","materialProviderList","MySpace"
1016,1007,"Изменения цен материалов поставщиков","null","materialProvPriceChanges","MySpace"
1017,1005,"Смета по черновой","null","shellEstimates","MySpace"
1018,null,"Проекты","null","projects","Мастер"
1019,1005,"Проекты по черновой","null","shellProjects","MySpace"
1020,null,"Ссылки OpenSpace","null","openSpaceLinks","Мастер"
1021,1018,"Сводная таблица","null","projectsOverview","Мастер"
1022,1018,"Введение проектов","null","residentialSettings","Мастер"
1023,1005,"Параметры этажа","null","floorParams","MySpace"
1024,null,"Настройка пакетов","null","packageEntry","Мастер"
1025,912,"Фоновые задачи","null","cronJobs","MySpace"
1026,1005,"Буффер ревит","null","revitBufferParams","MySpace"
